user_id,recency_days,order_count,total_spent,r_score,f_score,m_score,rfm_label
U000927,26.0,1.0,461.62,4.0,1.0,1.0,一般用户
U000928,83.0,2.0,12796.46,2.0,2.0,4.0,流失风险用户
U000929,50.0,2.0,3583.9700000000003,3.0,2.0,2.0,一般用户
U000930,165.0,1.0,376.11,1.0,1.0,1.0,流失风险用户
U000931,152.0,2.0,8931.23,1.0,2.0,4.0,流失风险用户
U000932,9.0,3.0,24582.010000000002,5.0,3.0,5.0,潜力用户
U000933,68.0,3.0,3266.53,2.0,3.0,2.0,一般用户
U000934,13.0,7.0,20564.87,5.0,5.0,5.0,高价值用户
U000935,78.0,1.0,388.98,2.0,1.0,1.0,流失风险用户
U000936,35.0,7.0,36648.89,3.0,5.0,5.0,潜力用户
U000937,19.0,4.0,5092.630000000001,4.0,4.0,3.0,潜力用户
U000938,28.0,4.0,10954.3,4.0,4.0,4.0,高价值用户
U000939,11.0,4.0,8791.0,5.0,4.0,4.0,高价值用户
U000940,6.0,5.0,11135.84,5.0,5.0,4.0,高价值用户
U000941,68.0,3.0,8229.6,2.0,3.0,4.0,一般用户
U000942,55.0,2.0,971.15,3.0,2.0,1.0,一般用户
U000943,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U000944,117.0,2.0,4005.2,1.0,2.0,2.0,流失风险用户
U000945,130.0,1.0,3745.18,1.0,1.0,2.0,流失风险用户
U000946,14.0,7.0,29383.809999999998,4.0,5.0,5.0,高价值用户
U000947,2.0,2.0,6698.1,5.0,2.0,3.0,一般用户
U000948,61.0,2.0,455.41,2.0,2.0,1.0,流失风险用户
U000949,41.0,4.0,6167.33,3.0,4.0,3.0,潜力用户
U000950,143.0,3.0,10604.34,1.0,3.0,4.0,一般用户
U000951,48.0,3.0,4089.52,3.0,3.0,2.0,潜力用户
U000952,8.0,3.0,6471.13,5.0,3.0,3.0,潜力用户
U000953,65.0,3.0,1031.53,2.0,3.0,1.0,一般用户
U000954,140.0,2.0,5429.110000000001,1.0,2.0,3.0,流失风险用户
U000955,141.0,3.0,18325.15,1.0,3.0,5.0,一般用户
U000956,21.0,2.0,2130.3,4.0,2.0,2.0,一般用户
U000957,138.0,1.0,544.65,1.0,1.0,1.0,流失风险用户
U000958,11.0,2.0,1351.27,5.0,2.0,1.0,一般用户
U000959,97.0,3.0,4526.28,2.0,3.0,3.0,一般用户
U000960,1.0,5.0,28734.7,5.0,5.0,5.0,高价值用户
U000961,2.0,6.0,8482.82,5.0,5.0,4.0,高价值用户
U000962,56.0,1.0,336.87,2.0,1.0,1.0,流失风险用户
U000963,43.0,3.0,4476.610000000001,3.0,3.0,3.0,潜力用户
U000964,81.0,1.0,18300.13,2.0,1.0,5.0,流失风险用户
U000965,169.0,1.0,709.3,1.0,1.0,1.0,流失风险用户
U000966,21.0,2.0,6097.89,4.0,2.0,3.0,一般用户
U000967,10.0,2.0,1859.3600000000001,5.0,2.0,2.0,一般用户
U000968,137.0,1.0,16582.68,1.0,1.0,5.0,流失风险用户
U000969,59.0,3.0,16330.54,2.0,3.0,5.0,一般用户
U000970,51.0,2.0,8515.98,3.0,2.0,4.0,一般用户
U000971,76.0,6.0,5519.49,2.0,5.0,3.0,一般用户
U000972,21.0,4.0,25155.98,4.0,4.0,5.0,高价值用户
U000973,30.0,5.0,9514.099999999999,4.0,5.0,4.0,高价值用户
U000974,97.0,1.0,9803.29,2.0,1.0,4.0,流失风险用户
U000975,101.0,2.0,5046.700000000001,1.0,2.0,3.0,流失风险用户
U000976,62.0,1.0,532.08,2.0,1.0,1.0,流失风险用户
U000977,38.0,1.0,551.52,3.0,1.0,1.0,一般用户
U000978,99.0,2.0,12084.130000000001,1.0,2.0,4.0,流失风险用户
U000979,89.0,2.0,10930.720000000001,2.0,2.0,4.0,流失风险用户
U000980,46.0,2.0,5560.280000000001,3.0,2.0,3.0,一般用户
U000981,15.0,8.0,30175.44,4.0,5.0,5.0,高价值用户
U000982,92.0,3.0,29017.57,2.0,3.0,5.0,一般用户
U000983,0.0,3.0,35441.89,5.0,3.0,5.0,潜力用户
U000984,54.0,1.0,516.12,3.0,1.0,1.0,一般用户
U000985,115.0,3.0,1508.17,1.0,3.0,1.0,一般用户
U000986,152.0,1.0,729.59,1.0,1.0,1.0,流失风险用户
U000987,26.0,5.0,7472.929999999999,4.0,5.0,3.0,潜力用户
U000988,61.0,1.0,1578.52,2.0,1.0,1.0,流失风险用户
U000989,13.0,3.0,37688.0,5.0,3.0,5.0,潜力用户
U000990,59.0,6.0,29899.120000000003,2.0,5.0,5.0,一般用户
U000991,1.0,4.0,14942.24,5.0,4.0,4.0,高价值用户
U000992,43.0,6.0,24423.350000000002,3.0,5.0,5.0,潜力用户
U000993,61.0,3.0,11120.0,2.0,3.0,4.0,一般用户
U000994,40.0,2.0,3064.42,3.0,2.0,2.0,一般用户
U000995,73.0,4.0,4507.5,2.0,4.0,3.0,一般用户
U000996,1.0,4.0,3096.4700000000003,5.0,4.0,2.0,潜力用户
U000997,101.0,3.0,6301.93,1.0,3.0,3.0,一般用户
U000998,38.0,2.0,3498.6400000000003,3.0,2.0,2.0,一般用户
U000999,13.0,4.0,6651.9400000000005,5.0,4.0,3.0,潜力用户
U001000,41.0,3.0,1502.0,3.0,3.0,1.0,潜力用户
U001001,78.0,3.0,7452.56,2.0,3.0,3.0,一般用户
U001002,28.0,2.0,4291.62,4.0,2.0,3.0,一般用户
U001003,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U001004,40.0,2.0,4230.01,3.0,2.0,3.0,一般用户
U001005,76.0,2.0,1212.15,2.0,2.0,1.0,流失风险用户
U001006,46.0,5.0,3243.29,3.0,5.0,2.0,潜力用户
U001007,122.0,1.0,1126.83,1.0,1.0,1.0,流失风险用户
U001008,125.0,1.0,3463.42,1.0,1.0,2.0,流失风险用户
U001009,167.0,1.0,1958.5,1.0,1.0,2.0,流失风险用户
U001010,24.0,1.0,2970.43,4.0,1.0,2.0,一般用户
U001011,19.0,3.0,3100.35,4.0,3.0,2.0,潜力用户
U001012,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U001013,48.0,4.0,17599.35,3.0,4.0,5.0,潜力用户
U001014,58.0,2.0,4364.99,2.0,2.0,3.0,流失风险用户
U001015,111.0,2.0,5290.400000000001,1.0,2.0,3.0,流失风险用户
U001016,14.0,3.0,4173.1,4.0,3.0,2.0,潜力用户
U001017,5.0,5.0,24104.62,5.0,5.0,5.0,高价值用户
U001018,170.0,2.0,8000.59,1.0,2.0,4.0,流失风险用户
U001019,111.0,2.0,952.6,1.0,2.0,1.0,流失风险用户
U001020,53.0,1.0,1603.67,3.0,1.0,1.0,一般用户
U001021,57.0,1.0,1911.79,2.0,1.0,2.0,流失风险用户
U001022,70.0,2.0,7181.12,2.0,2.0,3.0,流失风险用户
U001023,25.0,2.0,5262.85,4.0,2.0,3.0,一般用户
U001024,4.0,3.0,12106.0,5.0,3.0,4.0,潜力用户
U001025,7.0,2.0,1814.42,5.0,2.0,2.0,一般用户
U001026,19.0,2.0,5219.23,4.0,2.0,3.0,一般用户
U001027,33.0,5.0,30143.469999999998,3.0,5.0,5.0,潜力用户
U001028,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U001029,35.0,1.0,20053.36,3.0,1.0,5.0,一般用户
U001030,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U001031,33.0,4.0,15573.8,3.0,4.0,4.0,潜力用户
U001032,86.0,3.0,6184.48,2.0,3.0,3.0,一般用户
U001033,122.0,1.0,1094.49,1.0,1.0,1.0,流失风险用户
U001034,68.0,3.0,5700.58,2.0,3.0,3.0,一般用户
U001035,47.0,3.0,41178.79,3.0,3.0,5.0,潜力用户
U001036,11.0,4.0,4723.950000000001,5.0,4.0,3.0,潜力用户
U001037,13.0,4.0,16260.51,5.0,4.0,5.0,高价值用户
U001038,71.0,1.0,1544.13,2.0,1.0,1.0,流失风险用户
U001039,66.0,4.0,3679.29,2.0,4.0,2.0,一般用户
U001040,130.0,2.0,21227.17,1.0,2.0,5.0,流失风险用户
U001041,54.0,2.0,9790.06,3.0,2.0,4.0,一般用户
U001042,118.0,1.0,2663.88,1.0,1.0,2.0,流失风险用户
U001043,12.0,4.0,4498.85,5.0,4.0,3.0,潜力用户
U001044,12.0,2.0,1906.8700000000001,5.0,2.0,2.0,一般用户
U001045,2.0,5.0,14913.300000000001,5.0,5.0,4.0,高价值用户
U001046,14.0,3.0,3169.14,4.0,3.0,2.0,潜力用户
U001047,20.0,4.0,6449.79,4.0,4.0,3.0,潜力用户
U001048,17.0,5.0,29799.75,4.0,5.0,5.0,高价值用户
U001049,74.0,3.0,1322.53,2.0,3.0,1.0,一般用户
U001050,114.0,1.0,3841.64,1.0,1.0,2.0,流失风险用户
U001051,1.0,5.0,10331.16,5.0,5.0,4.0,高价值用户
U001052,94.0,1.0,1105.88,2.0,1.0,1.0,流失风险用户
U001053,35.0,1.0,2387.75,3.0,1.0,2.0,一般用户
U001054,11.0,3.0,10785.53,5.0,3.0,4.0,潜力用户
U001055,117.0,2.0,1546.1599999999999,1.0,2.0,1.0,流失风险用户
U001056,136.0,2.0,6930.3099999999995,1.0,2.0,3.0,流失风险用户
U001057,164.0,1.0,2544.75,1.0,1.0,2.0,流失风险用户
U001058,24.0,5.0,29509.61,4.0,5.0,5.0,高价值用户
U001059,42.0,6.0,16244.460000000001,3.0,5.0,5.0,潜力用户
U001060,89.0,1.0,622.54,2.0,1.0,1.0,流失风险用户
U001061,61.0,4.0,17513.660000000003,2.0,4.0,5.0,一般用户
U001062,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U001063,23.0,4.0,5709.24,4.0,4.0,3.0,潜力用户
U001064,27.0,2.0,2922.49,4.0,2.0,2.0,一般用户
U001065,53.0,2.0,1889.09,3.0,2.0,2.0,一般用户
U001066,90.0,3.0,5728.16,2.0,3.0,3.0,一般用户
U001067,122.0,1.0,535.17,1.0,1.0,1.0,流失风险用户
U001068,46.0,5.0,10180.19,3.0,5.0,4.0,潜力用户
U001069,27.0,3.0,6736.4400000000005,4.0,3.0,3.0,潜力用户
U001070,75.0,2.0,1648.6,2.0,2.0,1.0,流失风险用户
U001071,60.0,3.0,2344.62,2.0,3.0,2.0,一般用户
U001072,1.0,6.0,5463.49,5.0,5.0,3.0,潜力用户
U001073,41.0,3.0,7660.04,3.0,3.0,3.0,潜力用户
U001074,16.0,5.0,4676.67,4.0,5.0,3.0,潜力用户
U001075,7.0,5.0,29267.3,5.0,5.0,5.0,高价值用户
U001076,59.0,3.0,4154.26,2.0,3.0,2.0,一般用户
U001077,31.0,5.0,11070.65,3.0,5.0,4.0,潜力用户
U001078,107.0,3.0,29760.25,1.0,3.0,5.0,一般用户
U001079,156.0,1.0,2376.04,1.0,1.0,2.0,流失风险用户
U001080,22.0,7.0,36440.95,4.0,5.0,5.0,高价值用户
U001081,8.0,9.0,29321.53,5.0,5.0,5.0,高价值用户
U001082,57.0,4.0,2531.96,2.0,4.0,2.0,一般用户
U001083,28.0,1.0,775.39,4.0,1.0,1.0,一般用户
U001084,10.0,5.0,17933.11,5.0,5.0,5.0,高价值用户
U001085,86.0,1.0,116.43,2.0,1.0,1.0,流失风险用户
U001086,163.0,2.0,1271.69,1.0,2.0,1.0,流失风险用户
U001087,26.0,4.0,6125.87,4.0,4.0,3.0,潜力用户
U001088,75.0,5.0,41354.76,2.0,5.0,5.0,一般用户
U001089,50.0,4.0,7319.070000000001,3.0,4.0,3.0,潜力用户
U001090,5.0,3.0,7497.02,5.0,3.0,3.0,潜力用户
U001091,38.0,4.0,8016.2,3.0,4.0,4.0,潜力用户
U001092,25.0,9.0,25028.37,4.0,5.0,5.0,高价值用户
U001093,103.0,2.0,18915.32,1.0,2.0,5.0,流失风险用户
U001094,105.0,3.0,9047.32,1.0,3.0,4.0,一般用户
U001095,77.0,3.0,5435.84,2.0,3.0,3.0,一般用户
U001096,36.0,3.0,19117.91,3.0,3.0,5.0,潜力用户
U001097,87.0,2.0,4257.179999999999,2.0,2.0,3.0,流失风险用户
U001098,17.0,6.0,19469.39,4.0,5.0,5.0,高价值用户
U001099,71.0,2.0,4919.330000000001,2.0,2.0,3.0,流失风险用户
U001100,6.0,5.0,12707.12,5.0,5.0,4.0,高价值用户
U001101,10.0,5.0,4757.93,5.0,5.0,3.0,潜力用户
U001102,1.0,2.0,5307.889999999999,5.0,2.0,3.0,一般用户
U001103,54.0,7.0,22303.54,3.0,5.0,5.0,潜力用户
U001104,82.0,2.0,4080.48,2.0,2.0,2.0,流失风险用户
U001105,123.0,2.0,4305.2,1.0,2.0,3.0,流失风险用户
U001106,27.0,5.0,12981.36,4.0,5.0,4.0,高价值用户
U001107,80.0,1.0,5816.79,2.0,1.0,3.0,流失风险用户
U001108,24.0,6.0,19422.620000000003,4.0,5.0,5.0,高价值用户
U001109,3.0,4.0,8102.01,5.0,4.0,4.0,高价值用户
U001110,21.0,1.0,5561.34,4.0,1.0,3.0,一般用户
U001111,88.0,4.0,4102.52,2.0,4.0,2.0,一般用户
U001112,5.0,2.0,6834.68,5.0,2.0,3.0,一般用户
U001113,1.0,3.0,7257.12,5.0,3.0,3.0,潜力用户
U001114,81.0,3.0,2082.84,2.0,3.0,2.0,一般用户
U001115,6.0,5.0,7907.5199999999995,5.0,5.0,4.0,高价值用户
U001116,141.0,2.0,3557.5599999999995,1.0,2.0,2.0,流失风险用户
U001117,31.0,2.0,1249.13,3.0,2.0,1.0,一般用户
U001118,4.0,3.0,4687.2,5.0,3.0,3.0,潜力用户
U001119,141.0,1.0,514.48,1.0,1.0,1.0,流失风险用户
U001120,36.0,4.0,2743.43,3.0,4.0,2.0,潜力用户
U001121,22.0,2.0,927.52,4.0,2.0,1.0,一般用户
U001122,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U001123,37.0,3.0,2617.09,3.0,3.0,2.0,潜力用户
U001124,106.0,1.0,554.59,1.0,1.0,1.0,流失风险用户
U001125,5.0,6.0,22095.719999999998,5.0,5.0,5.0,高价值用户
U001126,108.0,3.0,24705.97,1.0,3.0,5.0,一般用户
U001127,55.0,4.0,11292.77,3.0,4.0,4.0,潜力用户
U001128,15.0,4.0,10772.41,4.0,4.0,4.0,高价值用户
U001129,43.0,2.0,3905.14,3.0,2.0,2.0,一般用户
U001130,90.0,4.0,17599.16,2.0,4.0,5.0,一般用户
U001131,3.0,5.0,20558.95,5.0,5.0,5.0,高价值用户
U001132,12.0,2.0,1824.1399999999999,5.0,2.0,2.0,一般用户
U001133,33.0,2.0,1647.25,3.0,2.0,1.0,一般用户
U001134,139.0,2.0,5371.9800000000005,1.0,2.0,3.0,流失风险用户
U001135,105.0,2.0,5769.34,1.0,2.0,3.0,流失风险用户
U001136,58.0,3.0,6996.27,2.0,3.0,3.0,一般用户
U001137,13.0,3.0,6357.01,5.0,3.0,3.0,潜力用户
U001138,18.0,3.0,2748.7400000000002,4.0,3.0,2.0,潜力用户
U001139,49.0,2.0,2599.2200000000003,3.0,2.0,2.0,一般用户
U001140,111.0,4.0,8434.369999999999,1.0,4.0,4.0,一般用户
U001141,12.0,7.0,14584.75,5.0,5.0,4.0,高价值用户
U001142,7.0,6.0,7707.22,5.0,5.0,3.0,潜力用户
U001143,47.0,4.0,7160.78,3.0,4.0,3.0,潜力用户
U001144,9.0,2.0,2973.64,5.0,2.0,2.0,一般用户
U001145,46.0,2.0,1824.74,3.0,2.0,2.0,一般用户
U001146,161.0,1.0,1262.18,1.0,1.0,1.0,流失风险用户
U001147,61.0,2.0,4271.969999999999,2.0,2.0,3.0,流失风险用户
U001148,5.0,4.0,17104.62,5.0,4.0,5.0,高价值用户
U001149,4.0,6.0,13375.42,5.0,5.0,4.0,高价值用户
U001150,22.0,2.0,1334.53,4.0,2.0,1.0,一般用户
U001151,153.0,2.0,5817.22,1.0,2.0,3.0,流失风险用户
U001152,8.0,1.0,27352.44,5.0,1.0,5.0,一般用户
U001153,97.0,4.0,15309.6,2.0,4.0,4.0,一般用户
U001154,98.0,2.0,5047.18,2.0,2.0,3.0,流失风险用户
U001155,58.0,6.0,8362.199999999999,2.0,5.0,4.0,一般用户
U001156,13.0,5.0,17814.739999999998,5.0,5.0,5.0,高价值用户
U001157,76.0,4.0,6396.700000000001,2.0,4.0,3.0,一般用户
U001158,40.0,3.0,3510.9300000000003,3.0,3.0,2.0,潜力用户
U001159,73.0,4.0,9826.99,2.0,4.0,4.0,一般用户
U001160,23.0,2.0,4756.75,4.0,2.0,3.0,一般用户
U001161,2.0,8.0,17738.65,5.0,5.0,5.0,高价值用户
U001162,47.0,3.0,7368.72,3.0,3.0,3.0,潜力用户
U001163,72.0,1.0,1707.01,2.0,1.0,1.0,流失风险用户
U001164,2.0,1.0,668.77,5.0,1.0,1.0,一般用户
U001165,31.0,3.0,8581.44,3.0,3.0,4.0,潜力用户
U001166,77.0,3.0,4680.43,2.0,3.0,3.0,一般用户
U001167,88.0,1.0,16265.8,2.0,1.0,5.0,流失风险用户
U001168,20.0,3.0,7769.21,4.0,3.0,4.0,潜力用户
U001169,30.0,5.0,11982.14,4.0,5.0,4.0,高价值用户
U001170,116.0,2.0,4108.89,1.0,2.0,2.0,流失风险用户
U001171,23.0,3.0,2102.6800000000003,4.0,3.0,2.0,潜力用户
U001172,14.0,4.0,24408.73,4.0,4.0,5.0,高价值用户
U001173,89.0,3.0,29173.08,2.0,3.0,5.0,一般用户
U001174,7.0,3.0,2909.93,5.0,3.0,2.0,潜力用户
U001175,6.0,8.0,28581.989999999998,5.0,5.0,5.0,高价值用户
U001176,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U001177,30.0,4.0,12804.3,4.0,4.0,4.0,高价值用户
U001178,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U001179,32.0,3.0,1293.36,3.0,3.0,1.0,潜力用户
U001180,9.0,4.0,15129.21,5.0,4.0,4.0,高价值用户
U001181,9.0,4.0,5709.75,5.0,4.0,3.0,潜力用户
U001182,4.0,3.0,3402.8799999999997,5.0,3.0,2.0,潜力用户
U001183,76.0,2.0,6168.95,2.0,2.0,3.0,流失风险用户
U001184,25.0,7.0,12948.27,4.0,5.0,4.0,高价值用户
U001185,27.0,3.0,11103.43,4.0,3.0,4.0,潜力用户
U001186,29.0,5.0,12713.7,4.0,5.0,4.0,高价值用户
U001187,57.0,2.0,19071.02,2.0,2.0,5.0,流失风险用户
U001188,43.0,1.0,929.8,3.0,1.0,1.0,一般用户
U001189,122.0,3.0,16014.01,1.0,3.0,5.0,一般用户
U001190,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U001191,25.0,5.0,20215.57,4.0,5.0,5.0,高价值用户
U001192,74.0,4.0,28022.440000000002,2.0,4.0,5.0,一般用户
U001193,83.0,2.0,4185.55,2.0,2.0,2.0,流失风险用户
U001194,142.0,2.0,1818.83,1.0,2.0,2.0,流失风险用户
U001195,24.0,4.0,19729.8,4.0,4.0,5.0,高价值用户
U001196,10.0,4.0,20022.51,5.0,4.0,5.0,高价值用户
U001197,12.0,4.0,10301.54,5.0,4.0,4.0,高价值用户
U001198,46.0,2.0,1237.21,3.0,2.0,1.0,一般用户
U001199,40.0,1.0,253.08,3.0,1.0,1.0,一般用户
U001200,87.0,1.0,195.85,2.0,1.0,1.0,流失风险用户
U001201,36.0,4.0,5391.06,3.0,4.0,3.0,潜力用户
U001202,65.0,4.0,2631.48,2.0,4.0,2.0,一般用户
U001203,1.0,4.0,3360.5099999999998,5.0,4.0,2.0,潜力用户
U001204,27.0,3.0,1475.21,4.0,3.0,1.0,潜力用户
U001205,74.0,3.0,8400.77,2.0,3.0,4.0,一般用户
U001206,44.0,3.0,3422.31,3.0,3.0,2.0,潜力用户
U001207,7.0,1.0,35.38,5.0,1.0,1.0,一般用户
U001208,32.0,1.0,480.59,3.0,1.0,1.0,一般用户
U001209,17.0,5.0,26506.269999999997,4.0,5.0,5.0,高价值用户
U001210,15.0,4.0,1851.8,4.0,4.0,2.0,潜力用户
U001211,3.0,7.0,12430.03,5.0,5.0,4.0,高价值用户
U001212,175.0,1.0,1205.22,1.0,1.0,1.0,流失风险用户
U001213,19.0,2.0,3745.38,4.0,2.0,2.0,一般用户
U001214,4.0,5.0,11500.14,5.0,5.0,4.0,高价值用户
U001215,0.0,3.0,34374.22,5.0,3.0,5.0,潜力用户
U001216,8.0,2.0,3447.61,5.0,2.0,2.0,一般用户
U001217,77.0,2.0,5224.54,2.0,2.0,3.0,流失风险用户
U001218,112.0,3.0,2112.81,1.0,3.0,2.0,一般用户
U001219,6.0,3.0,5622.0,5.0,3.0,3.0,潜力用户
U001220,49.0,2.0,4192.41,3.0,2.0,2.0,一般用户
U001221,45.0,4.0,27949.58,3.0,4.0,5.0,潜力用户
U001222,69.0,3.0,5287.969999999999,2.0,3.0,3.0,一般用户
U001223,10.0,3.0,3584.73,5.0,3.0,2.0,潜力用户
U001224,44.0,2.0,1810.19,3.0,2.0,2.0,一般用户
U001225,35.0,4.0,12846.6,3.0,4.0,4.0,潜力用户
U001226,42.0,3.0,31222.289999999997,3.0,3.0,5.0,潜力用户
U001227,0.0,8.0,37418.49,5.0,5.0,5.0,高价值用户
U001228,26.0,2.0,1431.0,4.0,2.0,1.0,一般用户
U001229,44.0,6.0,47900.380000000005,3.0,5.0,5.0,潜力用户
U001230,29.0,2.0,4150.88,4.0,2.0,2.0,一般用户
U001231,82.0,2.0,3498.29,2.0,2.0,2.0,流失风险用户
U001232,102.0,4.0,4285.57,1.0,4.0,3.0,一般用户
U001233,0.0,4.0,5365.46,5.0,4.0,3.0,潜力用户
U001234,1.0,4.0,5859.6900000000005,5.0,4.0,3.0,潜力用户
U001235,20.0,6.0,21426.29,4.0,5.0,5.0,高价值用户
U001236,86.0,3.0,23469.88,2.0,3.0,5.0,一般用户
U001237,12.0,4.0,27454.34,5.0,4.0,5.0,高价值用户
U001238,33.0,3.0,3531.29,3.0,3.0,2.0,潜力用户
U001239,72.0,2.0,1694.83,2.0,2.0,1.0,流失风险用户
U001240,31.0,3.0,17898.620000000003,3.0,3.0,5.0,潜力用户
U001241,30.0,4.0,3693.53,4.0,4.0,2.0,潜力用户
U001242,105.0,2.0,1018.75,1.0,2.0,1.0,流失风险用户
U001243,38.0,3.0,3409.7799999999997,3.0,3.0,2.0,潜力用户
U001244,20.0,5.0,44859.31,4.0,5.0,5.0,高价值用户
U001245,170.0,1.0,18736.44,1.0,1.0,5.0,流失风险用户
U001246,29.0,3.0,34737.37,4.0,3.0,5.0,潜力用户
U001247,83.0,2.0,2839.2200000000003,2.0,2.0,2.0,流失风险用户
U001248,8.0,5.0,5828.74,5.0,5.0,3.0,潜力用户
U001249,162.0,2.0,9002.02,1.0,2.0,4.0,流失风险用户
U001250,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U001251,33.0,4.0,5876.74,3.0,4.0,3.0,潜力用户
U001252,45.0,3.0,13190.67,3.0,3.0,4.0,潜力用户
U001253,50.0,1.0,1770.05,3.0,1.0,1.0,一般用户
U001254,105.0,1.0,4842.32,1.0,1.0,3.0,流失风险用户
U001255,41.0,3.0,6893.9800000000005,3.0,3.0,3.0,潜力用户
U001256,11.0,2.0,7487.59,5.0,2.0,3.0,一般用户
U001257,6.0,5.0,53403.13,5.0,5.0,5.0,高价值用户
U001258,24.0,2.0,429.35,4.0,2.0,1.0,一般用户
U001259,43.0,5.0,9256.56,3.0,5.0,4.0,潜力用户
U001260,23.0,3.0,10790.93,4.0,3.0,4.0,潜力用户
U001261,68.0,4.0,9849.25,2.0,4.0,4.0,一般用户
U001262,35.0,2.0,5376.3,3.0,2.0,3.0,一般用户
U001263,38.0,2.0,4066.2400000000002,3.0,2.0,2.0,一般用户
U001264,109.0,4.0,32893.69,1.0,4.0,5.0,一般用户
U001265,23.0,2.0,2914.17,4.0,2.0,2.0,一般用户
U001266,10.0,3.0,1292.5600000000002,5.0,3.0,1.0,潜力用户
U001267,80.0,1.0,583.25,2.0,1.0,1.0,流失风险用户
U001268,125.0,1.0,2387.79,1.0,1.0,2.0,流失风险用户
U001269,85.0,1.0,263.27,2.0,1.0,1.0,流失风险用户
U001270,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U001271,10.0,5.0,9179.01,5.0,5.0,4.0,高价值用户
U001272,86.0,1.0,166.12,2.0,1.0,1.0,流失风险用户
U001273,137.0,3.0,780.34,1.0,3.0,1.0,一般用户
U001274,16.0,2.0,735.03,4.0,2.0,1.0,一般用户
U001275,36.0,2.0,7118.99,3.0,2.0,3.0,一般用户
U001276,69.0,2.0,2647.4300000000003,2.0,2.0,2.0,流失风险用户
U001277,7.0,4.0,21048.14,5.0,4.0,5.0,高价值用户
U001278,157.0,3.0,1710.1599999999999,1.0,3.0,1.0,一般用户
U001279,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U001280,27.0,4.0,24450.65,4.0,4.0,5.0,高价值用户
U001281,35.0,4.0,15898.92,3.0,4.0,5.0,潜力用户
U001282,16.0,4.0,14141.65,4.0,4.0,4.0,高价值用户
U001283,90.0,1.0,890.75,2.0,1.0,1.0,流失风险用户
U001284,52.0,1.0,2261.56,3.0,1.0,2.0,一般用户
U001285,50.0,2.0,1723.22,3.0,2.0,1.0,一般用户
U001286,15.0,4.0,23340.47,4.0,4.0,5.0,高价值用户
U001287,8.0,2.0,3492.4,5.0,2.0,2.0,一般用户
U001288,106.0,3.0,6466.79,1.0,3.0,3.0,一般用户
U001289,85.0,2.0,3095.43,2.0,2.0,2.0,流失风险用户
U001290,50.0,4.0,11138.0,3.0,4.0,4.0,潜力用户
U001291,30.0,1.0,1502.29,4.0,1.0,1.0,一般用户
U001292,84.0,4.0,8815.37,2.0,4.0,4.0,一般用户
U001293,30.0,7.0,31820.539999999997,4.0,5.0,5.0,高价值用户
U001294,68.0,5.0,4685.33,2.0,5.0,3.0,一般用户
U001295,41.0,1.0,455.42,3.0,1.0,1.0,一般用户
U001296,58.0,4.0,4290.12,2.0,4.0,3.0,一般用户
U001297,46.0,6.0,12944.01,3.0,5.0,4.0,潜力用户
U001298,72.0,3.0,8254.380000000001,2.0,3.0,4.0,一般用户
U001299,2.0,5.0,35690.89,5.0,5.0,5.0,高价值用户
U001300,180.0,1.0,926.44,1.0,1.0,1.0,流失风险用户
U001301,40.0,3.0,6873.66,3.0,3.0,3.0,潜力用户
U001302,89.0,4.0,4610.91,2.0,4.0,3.0,一般用户
U001303,7.0,1.0,299.54,5.0,1.0,1.0,一般用户
U001304,4.0,5.0,12871.39,5.0,5.0,4.0,高价值用户
U001305,26.0,6.0,18626.42,4.0,5.0,5.0,高价值用户
U001306,89.0,3.0,4055.19,2.0,3.0,2.0,一般用户
U001307,35.0,4.0,12048.2,3.0,4.0,4.0,潜力用户
U001308,59.0,4.0,3507.3,2.0,4.0,2.0,一般用户
U001309,128.0,1.0,2398.47,1.0,1.0,2.0,流失风险用户
U001310,50.0,3.0,9503.619999999999,3.0,3.0,4.0,潜力用户
U001311,180.0,0.0,0.0,1.0,1.0,1.0,流失风险用户
U001312,8.0,6.0,27813.7,5.0,5.0,5.0,高价值用户
U001313,49.0,4.0,15411.039999999999,3.0,4.0,4.0,潜力用户
U001314,15.0,4.0,5266.2699999999995,4.0,4.0,3.0,潜力用户
U001315,36.0,3.0,6429.710000000001,3.0,3.0,3.0,潜力用户
U001316,29.0,3.0,3909.9799999999996,4.0,3.0,2.0,潜力用户
U001317,95.0,1.0,6002.03,2.0,1.0,3.0,流失风险用户
U001318,148.0,2.0,432.07000000000005,1.0,2.0,1.0,流失风险用户
U001319,2.0,4.0,11473.89,5.0,4.0,4.0,高价值用户
U001320,4.0,3.0,3637.5299999999997,5.0,3.0,2.0,潜力用户
